customer_id,order_id,order_date,net_amount,returned
C0006,OC0006_5,2024-05-17,59.35,False
C0006,OC0006_6,2024-07-02,133.43,False
C0006,OC0006_7,2024-10-30,90.79,False
C0006,OC0006_8,2024-12-23,103.74,False
C0007,OC0007_1,2023-01-26,85.37,True
C0007,OC0007_2,2023-04-25,93.38,False
C0007,OC0007_3,2023-07-18,129.26,False
C0007,OC0007_4,2023-08-12,39.67,False
C0007,OC0007_5,2023-11-23,93.13,False
C0007,OC0007_6,2024-05-12,90.88,False
C0007,OC0007_7,2024-05-16,6.85,False
C0007,OC0007_8,2024-09-24,102.83,False
C0007,OC0007_9,2024-12-25,104.04,False
C0008,OC0008_1,2023-06-22,28.8,False
C0008,OC0008_2,2023-12-14,74.6,False
C0008,OC0008_3,2024-01-18,126.38,False
C0008,OC0008_4,2024-07-21,71.22,False
C0008,OC0008_5,2024-10-10,90.91,False
C0009,OC0009_1,2023-02-16,81.32,False
C0009,OC0009_2,2023-11-13,96.72,False
C0009,OC0009_3,2023-11-17,85.69,False
C0009,OC0009_4,2024-02-18,118.91,False
C0009,OC0009_5,2024-03-20,67.04,False
C0009,OC0009_6,2024-10-18,139.73,False
C0010,OC0010_1,2023-04-01,49.92,False
C0010,OC0010_2,2023-08-19,97.73,True
C0010,OC0010_3,2023-10-21,78.74,False
C0010,OC0010_4,2024-10-30,105.38,False
C0011,OC0011_1,2023-01-27,44.02,False
C0011,OC0011_2,2023-02-21,48.68,False
C0011,OC0011_3,2023-06-13,61.84,False
C0011,OC0011_4,2023-07-27,61.59,False
C0011,OC0011_5,2023-09-21,79.43,False
C0011,OC0011_6,2023-11-20,54.94,False
C0011,OC0011_7,2024-01-19,57.05,False
C0011,OC0011_8,2024-02-04,72.91,False
C0011,OC0011_9,2024-03-01,109.76,False
C0011,OC0011_10,2024-07-16,66.56,False
C0012,OC0012_1,2023-01-04,135.59,False
C0012,OC0012_2,2023-01-05,5.0,False
C0012,OC0012_3,2023-01-13,96.75,True
C0012,OC0012_4,2023-02-24,88.26,False
C0012,OC0012_5,2023-03-01,91.46,False
C0012,OC0012_6,2023-07-21,51.81,False
C0012,OC0012_7,2023-11-10,128.42,False
C0012,OC0012_8,2023-11-18,61.3,False
C0012,OC0012_9,2023-12-07,60.53,False
C0012,OC0012_10,2023-12-21,41.51,False
C0012,OC0012_11,2024-07-04,74.15,False
C0012,OC0012_12,2024-07-25,113.21,False
C0012,OC0012_13,2024-11-16,87.96,False
C0013,OC0013_1,2023-01-12,63.17,False
C0013,OC0013_2,2023-01-21,53.51,False
C0013,OC0013_3,2023-06-09,129.09,False
C0013,OC0013_4,2023-06-20,69.26,True
C0013,OC0013_5,2023-09-19,84.64,False
C0013,OC0013_6,2023-10-05,52.81,False
C0013,OC0013_7,2023-11-04,69.3,False
C0013,OC0013_8,2023-12-29,113.88,False
C0013,OC0013_9,2023-12-30,48.27,False
C0013,OC0013_10,2024-01-28,70.2,False
C0013,OC0013_11,2024-02-07,71.25,False
C0013,OC0013_12,2024-04-18,12.78,False
C0013,OC0013_13,2024-06-06,79.89,False
C0013,OC0013_14,2024-10-19,106.99,False
C0013,OC0013_15,2024-11-05,78.57,True
C0013,OC0013_16,2024-12-26,76.64,False
C0013,OC0013_17,2024-12-31,77.65,False
C0014,OC0014_1,2023-03-24,128.19,False
C0014,OC0014_2,2023-05-29,91.04,False
C0014,OC0014_3,2023-06-21,111.79,False
C0014,OC0014_4,2023-06-28,128.03,False
C0014,OC0014_5,2023-07-31,5.0,False
C0014,OC0014_6,2023-09-11,99.62,False
C0014,OC0014_7,2023-10-15,101.45,False
C0014,OC0014_8,2023-11-12,40.82,False
C0014,OC0014_9,2023-11-17,80.95,False
C0014,OC0014_10,2024-01-17,116.82,False
C0014,OC0014_11,2024-01-22,89.39,False
C0014,OC0014_12,2024-03-07,33.3,False
C0014,OC0014_13,2024-04-06,80.36,False
C0014,OC0014_14,2024-04-19,97.38,False
C0014,OC0014_15,2024-07-07,5.0,False
C0014,OC0014_16,2024-09-06,77.11,False
C0014,OC0014_17,2024-10-14,53.58,False
C0014,OC0014_18,2024-10-27,105.39,False
C0015,OC0015_1,2023-10-12,96.28,False
C0015,OC0015_2,2023-10-25,109.22,False
C0015,OC0015_3,2024-12-23,40.15,False
C0016,OC0016_1,2023-07-28,85.24,False
C0016,OC0016_2,2023-09-20,136.43,False
C0016,OC0016_3,2024-01-21,97.42,False
C0016,OC0016_4,2024-04-05,65.87,False
C0016,OC0016_5,2024-06-03,124.09,False
C0016,OC0016_6,2024-07-06,102.74,False
C0016,OC0016_7,2024-09-22,66.42,False
C0017,OC0017_1,2023-06-14,49.92,False
C0017,OC0017_2,2023-06-16,45.83,True
C0017,OC0017_3,2023-06-22,106.05,False
C0017,OC0017_4,2023-06-23,98.92,False
C0017,OC0017_5,2023-07-25,80.74,True
C0017,OC0017_6,2024-02-22,73.96,False
C0017,OC0017_7,2024-03-23,27.14,False
C0017,OC0017_8,2024-03-31,116.35,False
C0017,OC0017_9,2024-05-11,60.69,False
C0017,OC0017_10,2024-06-20,73.3,False
C0017,OC0017_11,2024-09-29,97.86,False
C0017,OC0017_12,2024-11-15,95.25,False
C0017,OC0017_13,2024-12-13,82.6,False
C0018,OC0018_1,2023-01-06,39.45,False
C0018,OC0018_2,2023-03-17,48.77,False
C0018,OC0018_3,2023-07-02,108.11,False
C0018,OC0018_4,2023-11-28,95.69,False
C0018,OC0018_5,2024-10-30,63.76,False
C0019,OC0019_1,2023-02-01,77.29,False
C0019,OC0019_2,2023-04-30,117.65,False
C0019,OC0019_3,2023-10-22,66.63,False
C0019,OC0019_4,2023-11-14,82.12,False
C0019,OC0019_5,2024-04-16,85.49,False
C0019,OC0019_6,2024-04-18,117.22,False
C0019,OC0019_7,2024-05-13,51.14,True
C0019,OC0019_8,2024-05-26,77.15,False
C0019,OC0019_9,2024-07-15,95.01,False
C0019,OC0019_10,2024-08-17,47.35,False
C0019,OC0019_11,2024-09-04,83.07,False
C0019,OC0019_12,2024-11-06,78.46,False
C0019,OC0019_13,2024-12-27,109.18,False
C0020,OC0020_1,2023-06-29,115.88,False
C0020,OC0020_2,2023-08-18,124.87,False
C0020,OC0020_3,2023-10-18,100.51,False
C0020,OC0020_4,2023-11-04,131.94,False
C0020,OC0020_5,2024-02-09,68.42,False
C0021,OC0021_1,2023-02-10,113.9,False
C0021,OC0021_2,2023-04-16,77.68,False
C0021,OC0021_3,2023-04-28,113.69,False
C0021,OC0021_4,2023-05-03,82.4,False
C0021,OC0021_5,2023-06-04,98.27,False
C0021,OC0021_6,2023-08-08,60.1,False
C0021,OC0021_7,2023-11-13,87.64,False
C0021,OC0021_8,2024-01-02,60.51,False
C0021,OC0021_9,2024-01-30,67.72,False
C0021,OC0021_10,2024-02-08,70.02,False
C0021,OC0021_11,2024-03-09,74.66,False
C0021,OC0021_12,2024-06-09,109.67,False
C0021,OC0021_13,2024-10-21,66.61,False
C0021,OC0021_14,2024-12-05,84.45,False
C0022,OC0022_1,2023-01-17,103.42,False
C0022,OC0022_2,2023-04-30,53.22,False
C0022,OC0022_3,2023-06-08,71.02,False
C0022,OC0022_4,2023-06-15,92.85,True
C0022,OC0022_5,2023-07-30,32.28,False
C0022,OC0022_6,2023-07-31,92.74,False
C0022,OC0022_7,2023-11-23,89.06,False
C0022,OC0022_8,2024-01-08,41.87,False
C0022,OC0022_9,2024-02-07,130.23,True
C0022,OC0022_10,2024-02-25,67.42,False
C0022,OC0022_11,2024-03-18,64.69,False
C0022,OC0022_12,2024-04-29,106.5,False
C0022,OC0022_13,2024-06-20,112.81,False
C0022,OC0022_14,2024-08-09,48.7,False
C0022,OC0022_15,2024-08-19,5.0,False
C0022,OC0022_16,2024-08-21,74.9,False
C0022,OC0022_17,2024-09-06,23.41,False
C0022,OC0022_18,2024-09-15,104.62,True
C0022,OC0022_19,2024-09-23,78.42,False
C0023,OC0023_1,2023-02-26,107.11,False
C0023,OC0023_2,2023-04-02,79.91,False
C0023,OC0023_3,2023-08-07,92.58,False
C0023,OC0023_4,2023-08-11,112.85,False
C0023,OC0023_5,2023-11-26,80.94,False
C0023,OC0023_6,2023-12-20,71.82,False
C0023,OC0023_7,2024-01-01,82.19,True
C0023,OC0023_8,2024-03-01,48.55,True
C0023,OC0023_9,2024-11-15,50.71,True
C0023,OC0023_10,2024-12-11,71.14,False
C0023,OC0023_11,2024-12-21,16.43,False
C0024,OC0024_1,2023-03-31,71.68,False
C0024,OC0024_2,2023-05-01,81.17,False
C0024,OC0024_3,2024-05-08,82.1,False
C0024,OC0024_4,2024-05-10,59.43,False
C0024,OC0024_5,2024-06-25,60.84,True
C0025,OC0025_1,2023-02-07,111.27,False
C0025,OC0025_2,2023-02-22,81.1,False
C0025,OC0025_3,2023-04-13,106.7,False
C0025,OC0025_4,2023-04-22,72.2,False
C0025,OC0025_5,2023-06-27,74.36,False
C0025,OC0025_6,2023-08-21,80.32,False
C0025,OC0025_7,2023-08-27,129.39,False
C0025,OC0025_8,2023-10-23,104.1,False
C0025,OC0025_9,2023-11-22,58.77,False
C0025,OC0025_10,2023-11-25,85.14,False
C0025,OC0025_11,2024-02-26,70.16,False
C0025,OC0025_12,2024-06-18,64.69,False
C0025,OC0025_13,2024-07-07,94.4,False
C0025,OC0025_14,2024-09-19,87.9,False
C0025,OC0025_15,2024-10-09,51.9,False
C0025,OC0025_16,2024-10-24,80.39,False
C0025,OC0025_17,2024-10-26,63.81,False
C0025,OC0025_18,2024-11-28,92.4,False
C0025,OC0025_19,2024-12-19,62.56,False
C0026,OC0026_1,2023-02-05,94.85,False
C0026,OC0026_2,2023-04-03,16.48,False
C0026,OC0026_3,2023-04-12,35.59,False
C0026,OC0026_4,2023-07-04,85.3,False
C0026,OC0026_5,2023-08-25,59.04,False
C0026,OC0026_6,2023-09-22,47.02,False
C0026,OC0026_7,2023-12-12,146.95,False
C0026,OC0026_8,2023-12-23,77.24,False
C0026,OC0026_9,2024-04-24,51.31,False
C0026,OC0026_10,2024-06-10,74.34,False
C0026,OC0026_11,2024-08-20,121.81,False
C0026,OC0026_12,2024-09-20,60.02,False
C0026,OC0026_13,2024-09-25,77.6,False
C0026,OC0026_14,2024-10-01,169.89,False
C0026,OC0026_15,2024-10-06,86.87,False
C0026,OC0026_16,2024-10-26,79.95,False
C0026,OC0026_17,2024-11-28,48.66,False
C0027,OC0027_1,2023-01-26,51.93,False
C0027,OC0027_2,2023-01-29,30.46,False
C0027,OC0027_3,2023-02-26,35.91,False
C0027,OC0027_4,2023-03-05,68.18,False
C0027,OC0027_5,2023-08-27,91.39,False
C0027,OC0027_6,2023-10-22,63.52,False
C0027,OC0027_7,2023-12-27,96.12,False
C0027,OC0027_8,2024-04-08,56.52,False
C0027,OC0027_9,2024-07-08,106.53,False
C0027,OC0027_10,2024-08-02,107.77,False
C0027,OC0027_11,2024-10-25,120.62,False
C0028,OC0028_1,2023-05-27,74.43,False
C0028,OC0028_2,2023-08-04,59.04,False
C0028,OC0028_3,2023-10-26,104.67,False
C0028,OC0028_4,2023-12-09,84.22,False
C0028,OC0028_5,2024-01-18,73.08,False
C0028,OC0028_6,2024-03-11,89.75,False
C0028,OC0028_7,2024-03-29,77.09,False
C0028,OC0028_8,2024-04-03,131.29,False
C0028,OC0028_9,2024-04-16,103.56,False
C0028,OC0028_10,2024-04-20,94.61,False
C0028,OC0028_11,2024-06-27,35.38,False
C0028,OC0028_12,2024-07-19,95.7,False
C0028,OC0028_13,2024-10-18,94.91,False
C0028,OC0028_14,2024-10-19,50.46,False
C0028,OC0028_15,2024-11-07,34.79,False
C0029,OC0029_1,2023-08-14,61.42,True
C0029,OC0029_2,2023-10-28,60.17,False
C0029,OC0029_3,2023-11-12,83.7,False
C0029,OC0029_4,2024-03-25,66.8,False
C0030,OC0030_1,2023-03-22,53.08,False
C0030,OC0030_2,2023-04-26,152.82,False
C0030,OC0030_3,2023-04-29,123.86,False
C0030,OC0030_4,2023-06-14,78.74,False
C0030,OC0030_5,2023-07-15,91.92,False
C0030,OC0030_6,2023-09-13,55.71,False
C0030,OC0030_7,2023-12-31,115.75,False
C0030,OC0030_8,2024-07-01,134.12,False
C0030,OC0030_9,2024-07-20,70.66,False
C0030,OC0030_10,2024-08-17,101.39,False
C0030,OC0030_11,2024-10-15,48.99,False
C0031,OC0031_1,2023-01-02,95.8,False
C0031,OC0031_2,2023-02-23,91.63,False
C0031,OC0031_3,2023-04-03,89.11,True
C0031,OC0031_4,2023-04-22,113.07,False
C0031,OC0031_5,2023-04-26,103.87,False
C0031,OC0031_6,2023-06-27,89.45,False
C0031,OC0031_7,2023-07-17,85.64,False
C0031,OC0031_8,2023-07-25,83.64,False
C0031,OC0031_9,2023-09-29,77.59,True
C0031,OC0031_10,2023-12-13,44.41,False
C0031,OC0031_11,2024-06-19,95.13,False
C0031,OC0031_12,2024-08-08,63.06,False
C0031,OC0031_13,2024-08-14,109.74,False
C0031,OC0031_14,2024-08-27,74.01,True
C0031,OC0031_15,2024-11-29,106.04,False
C0032,OC0032_1,2023-07-10,75.99,False
C0032,OC0032_2,2024-10-07,84.13,False
C0033,OC0033_1,2023-06-21,82.27,False
C0033,OC0033_2,2023-07-03,79.61,False
C0033,OC0033_3,2023-08-14,121.64,False
C0033,OC0033_4,2023-08-24,72.48,False
C0033,OC0033_5,2023-09-16,116.75,False
C0033,OC0033_6,2023-12-02,59.94,False
C0033,OC0033_7,2024-04-24,125.83,False
C0033,OC0033_8,2024-08-31,42.44,False
C0033,OC0033_9,2024-09-19,52.08,False
C0033,OC0033_10,2024-10-03,128.13,False
C0033,OC0033_11,2024-10-23,31.43,False
C0034,OC0034_1,2023-07-25,93.12,False
C0034,OC0034_2,2024-09-15,97.55,False
C0035,OC0035_1,2023-06-09,107.82,False
C0035,OC0035_2,2023-08-06,30.7,False
C0035,OC0035_3,2023-09-04,108.76,False
C0035,OC0035_4,2023-09-08,43.68,False
C0035,OC0035_5,2023-10-01,44.01,False
C0035,OC0035_6,2023-10-27,78.8,False
C0035,OC0035_7,2023-11-26,61.2,False
C0035,OC0035_8,2023-12-08,82.97,False
C0035,OC0035_9,2024-01-10,148.62,False
C0035,OC0035_10,2024-03-19,89.46,False
C0035,OC0035_11,2024-06-30,110.56,False
C0035,OC0035_12,2024-08-09,59.76,False
C0035,OC0035_13,2024-08-27,77.71,False
C0035,OC0035_14,2024-08-31,94.51,False
C0035,OC0035_15,2024-12-22,40.1,False
C0036,OC0036_1,2023-03-20,58.77,False
C0036,OC0036_2,2023-04-04,78.98,False
C0037,OC0037_1,2023-06-01,96.74,True
C0037,OC0037_2,2023-08-23,48.11,False
C0037,OC0037_3,2023-10-05,50.74,False
C0037,OC0037_4,2023-11-23,104.2,False
C0037,OC0037_5,2024-02-20,91.15,True
C0037,OC0037_6,2024-03-05,71.09,False
C0037,OC0037_7,2024-06-03,94.21,False
C0037,OC0037_8,2024-06-05,88.08,False
C0037,OC0037_9,2024-06-20,53.55,False
C0037,OC0037_10,2024-11-20,106.6,False
C0037,OC0037_11,2024-11-23,100.12,False
C0038,OC0038_1,2023-03-03,9.36,True
C0038,OC0038_2,2023-04-20,63.66,False
C0038,OC0038_3,2023-06-14,90.57,True
C0038,OC0038_4,2023-11-17,97.7,False
C0038,OC0038_5,2024-03-18,56.94,False
C0038,OC0038_6,2024-03-29,13.24,False
C0038,OC0038_7,2024-09-01,57.73,False
C0038,OC0038_8,2024-09-22,51.64,True
C0038,OC0038_9,2024-12-09,43.24,False
C0039,OC0039_1,2023-02-08,119.13,False
C0039,OC0039_2,2024-04-04,61.4,False
C0039,OC0039_3,2024-07-26,67.9,False
C0039,OC0039_4,2024-08-03,122.77,False
C0040,OC0040_1,2023-05-29,75.19,False
C0040,OC0040_2,2023-07-30,93.66,True
C0040,OC0040_3,2023-09-19,73.17,False
C0040,OC0040_4,2023-09-26,58.43,False
C0040,OC0040_5,2024-12-02,78.7,False
C0041,OC0041_1,2024-02-29,98.07,False
C0041,OC0041_2,2024-03-23,78.05,False
C0041,OC0041_3,2024-04-20,131.43,False
C0041,OC0041_4,2024-05-15,90.12,False
C0041,OC0041_5,2024-05-17,101.56,True
C0041,OC0041_6,2024-08-27,96.82,False
C0041,OC0041_7,2024-09-26,74.81,False
C0041,OC0041_8,2024-12-05,87.39,False
C0042,OC0042_1,2023-01-05,40.28,True
C0042,OC0042_2,2023-05-01,95.27,False
C0042,OC0042_3,2024-01-23,43.61,False
C0042,OC0042_4,2024-01-30,85.88,False
C0042,OC0042_5,2024-07-01,69.69,False
C0042,OC0042_6,2024-09-14,98.64,False
C0043,OC0043_1,2023-03-17,63.07,True
C0043,OC0043_2,2023-05-25,74.38,False
C0043,OC0043_3,2023-08-20,81.97,False
C0043,OC0043_4,2023-10-21,108.04,False
C0043,OC0043_5,2024-02-03,93.83,False
C0043,OC0043_6,2024-04-11,74.35,False
C0043,OC0043_7,2024-05-13,88.67,False
C0043,OC0043_8,2024-07-10,130.69,False
C0043,OC0043_9,2024-10-04,98.99,False
C0043,OC0043_10,2024-11-30,77.36,False
C0043,OC0043_11,2024-12-13,73.51,False
C0044,OC0044_1,2023-01-03,68.28,False
C0044,OC0044_2,2023-02-19,76.92,False
C0044,OC0044_3,2023-05-14,94.18,False
C0044,OC0044_4,2023-09-20,85.69,False
C0044,OC0044_5,2024-01-04,29.41,True
C0044,OC0044_6,2024-05-09,116.86,False
C0044,OC0044_7,2024-10-12,5.0,False
C0045,OC0045_1,2023-04-24,54.62,False
C0045,OC0045_2,2023-06-13,81.33,False
C0045,OC0045_3,2023-06-26,37.09,False
C0045,OC0045_4,2023-08-23,98.03,False
C0045,OC0045_5,2023-09-10,74.82,False
C0045,OC0045_6,2023-09-13,70.03,False
C0045,OC0045_7,2023-09-24,85.06,False
C0045,OC0045_8,2024-01-19,87.33,False
C0045,OC0045_9,2024-03-17,88.59,False
C0045,OC0045_10,2024-04-06,77.14,False
C0045,OC0045_11,2024-06-21,74.41,False
C0045,OC0045_12,2024-08-01,95.69,False
C0045,OC0045_13,2024-08-10,91.58,False
C0045,OC0045_14,2024-08-21,70.88,True
C0045,OC0045_15,2024-09-02,64.76,False
C0045,OC0045_16,2024-09-26,91.49,False
C0045,OC0045_17,2024-12-14,105.49,False
C0045,OC0045_18,2024-12-19,136.86,False
C0046,OC0046_1,2023-03-25,99.77,False
C0046,OC0046_2,2023-04-26,87.46,False
C0046,OC0046_3,2023-05-07,61.65,False
C0046,OC0046_4,2023-08-07,71.64,False
C0046,OC0046_5,2023-09-24,97.97,False
C0046,OC0046_6,2023-11-27,50.15,False
C0046,OC0046_7,2023-12-14,110.38,False
C0046,OC0046_8,2023-12-29,85.0,False
C0046,OC0046_9,2024-05-16,106.02,False
C0046,OC0046_10,2024-06-06,91.49,False
C0046,OC0046_11,2024-09-03,34.75,True
C0047,OC0047_1,2023-01-23,24.25,False
C0047,OC0047_2,2023-01-31,99.84,False
C0047,OC0047_3,2023-06-29,114.04,False
C0047,OC0047_4,2023-07-03,113.97,False
C0047,OC0047_5,2023-07-29,99.61,False
C0047,OC0047_6,2023-11-01,106.05,False
C0047,OC0047_7,2023-11-19,34.97,True
C0047,OC0047_8,2023-12-08,76.11,False
C0047,OC0047_9,2024-01-06,89.74,False
C0047,OC0047_10,2024-02-05,114.45,False
C0047,OC0047_11,2024-02-20,87.16,False
C0047,OC0047_12,2024-02-23,74.35,False
C0047,OC0047_13,2024-03-13,5.0,False
C0047,OC0047_14,2024-03-22,96.99,True
C0047,OC0047_15,2024-04-17,137.82,True
C0047,OC0047_16,2024-04-21,83.98,False
C0047,OC0047_17,2024-08-11,129.56,False
C0047,OC0047_18,2024-08-27,84.48,False
C0047,OC0047_19,2024-11-08,97.55,False
C0048,OC0048_1,2023-03-17,52.64,False
C0048,OC0048_2,2023-07-11,121.24,False
C0048,OC0048_3,2023-07-17,80.84,True
C0048,OC0048_4,2024-01-17,113.75,False
C0048,OC0048_5,2024-02-03,91.76,False
C0048,OC0048_6,2024-02-04,72.52,False
C0048,OC0048_7,2024-02-10,56.73,False
C0048,OC0048_8,2024-02-12,65.9,False
C0048,OC0048_9,2024-03-08,101.03,False
C0048,OC0048_10,2024-03-29,70.67,False
C0048,OC0048_11,2024-04-15,51.15,False
C0048,OC0048_12,2024-08-05,63.13,False
C0048,OC0048_13,2024-10-07,136.77,False
C0048,OC0048_14,2024-11-21,97.17,False
C0049,OC0049_1,2023-02-02,95.23,False
C0049,OC0049_2,2023-02-25,155.85,False
C0049,OC0049_3,2023-03-04,63.84,False
C0049,OC0049_4,2023-06-03,86.26,False
C0049,OC0049_5,2023-11-08,55.66,False
C0049,OC0049_6,2023-11-27,20.64,False
C0049,OC0049_7,2024-01-18,56.88,False
C0049,OC0049_8,2024-02-03,37.2,False
C0049,OC0049_9,2024-04-11,71.61,False
C0049,OC0049_10,2024-08-06,94.39,False
C0049,OC0049_11,2024-08-23,101.98,False
C0050,OC0050_1,2023-01-31,116.17,False
C0050,OC0050_2,2023-03-20,94.48,True
C0050,OC0050_3,2023-09-20,30.53,False
C0050,OC0050_4,2023-09-30,119.74,False
C0050,OC0050_5,2023-10-18,140.53,False
C0050,OC0050_6,2023-12-17,153.43,True
C0050,OC0050_7,2023-12-18,80.67,False
C0050,OC0050_8,2024-01-22,113.32,False
C0050,OC0050_9,2024-02-15,60.59,False
C0050,OC0050_10,2024-04-14,114.75,False
C0050,OC0050_11,2024-05-14,69.13,False
C0050,OC0050_12,2024-05-17,78.2,False
C0050,OC0050_13,2024-11-18,126.61,False
C0050,OC0050_14,2024-11-22,139.25,False
C0051,OC0051_1,2023-02-05,115.61,False
C0051,OC0051_2,2023-05-07,73.5,False
C0051,OC0051_3,2023-09-26,130.22,False
C0051,OC0051_4,2023-11-04,93.64,True
C0051,OC0051_5,2023-11-30,70.16,False
C0052,OC0052_1,2023-02-09,84.13,False
C0052,OC0052_2,2023-03-11,71.18,False
C0052,OC0052_3,2023-04-20,131.22,False
C0052,OC0052_4,2023-07-12,43.87,False
C0052,OC0052_5,2023-08-18,51.29,False
C0052,OC0052_6,2023-10-06,106.87,True
C0052,OC0052_7,2023-10-10,85.16,False
C0052,OC0052_8,2023-11-11,59.24,False
C0052,OC0052_9,2023-11-12,79.4,False
C0052,OC0052_10,2023-12-01,45.16,False
C0052,OC0052_11,2023-12-31,102.92,True
C0052,OC0052_12,2024-01-14,98.33,False
C0052,OC0052_13,2024-02-02,35.49,False
C0052,OC0052_14,2024-02-17,5.0,False
C0052,OC0052_15,2024-06-04,25.3,False
C0052,OC0052_16,2024-08-17,53.34,False
C0053,OC0053_1,2023-04-07,100.86,False
C0053,OC0053_2,2024-03-25,61.52,False
C0054,OC0054_1,2023-10-07,52.65,False
C0054,OC0054_2,2024-04-10,36.55,False
C0055,OC0055_1,2023-01-02,80.11,True
C0055,OC0055_2,2023-02-01,63.06,False
C0055,OC0055_3,2023-03-03,37.94,True
C0055,OC0055_4,2023-04-04,124.95,False
C0055,OC0055_5,2023-06-20,77.73,False
C0055,OC0055_6,2023-09-24,5.64,False
C0055,OC0055_7,2023-10-07,75.16,False
C0055,OC0055_8,2023-11-05,85.43,False
C0055,OC0055_9,2024-01-12,16.28,False
C0055,OC0055_10,2024-03-12,87.29,False
C0055,OC0055_11,2024-03-24,51.01,False
C0055,OC0055_12,2024-09-26,86.72,False
C0055,OC0055_13,2024-11-11,86.09,False
C0055,OC0055_14,2024-11-26,86.75,False
C0055,OC0055_15,2024-12-07,105.92,False
C0056,OC0056_1,2023-03-12,77.12,False
C0056,OC0056_2,2023-05-24,75.6,False
C0056,OC0056_3,2023-06-02,39.91,False
C0056,OC0056_4,2023-07-24,82.67,False
C0056,OC0056_5,2023-07-27,105.64,False
C0056,OC0056_6,2023-09-16,90.4,False
C0056,OC0056_7,2023-11-03,123.2,False
C0056,OC0056_8,2023-11-26,70.95,False
C0056,OC0056_9,2024-01-09,70.91,False
C0056,OC0056_10,2024-02-04,55.78,False
C0056,OC0056_11,2024-06-03,143.99,False
C0056,OC0056_12,2024-06-08,39.67,False
C0056,OC0056_13,2024-07-03,103.3,False
C0056,OC0056_14,2024-07-31,106.3,False
C0056,OC0056_15,2024-09-03,104.92,False
C0056,OC0056_16,2024-11-06,58.02,False
C0057,OC0057_1,2023-02-06,101.58,False
C0057,OC0057_2,2023-02-27,51.1,False
