id,date,qty
FOODS_3_226,2023-06-12,74
FOODS_3_226,2023-06-13,70
FOODS_3_226,2023-06-14,83
FOODS_3_226,2023-06-15,64
FOODS_3_226,2023-06-16,60
FOODS_3_226,2023-06-17,49
FOODS_3_226,2023-06-18,49
FOODS_3_226,2023-06-19,62
FOODS_3_226,2023-06-20,70
FOODS_3_226,2023-06-21,79
FOODS_3_226,2023-06-22,66
FOODS_3_226,2023-06-23,49
FOODS_3_226,2023-06-24,42
FOODS_3_226,2023-06-25,50
FOODS_3_226,2023-06-26,69
FOODS_3_226,2023-06-27,74
FOODS_3_226,2023-06-28,75
FOODS_3_226,2023-06-29,68
FOODS_3_226,2023-06-30,59
FOODS_3_226,2023-07-01,46
FOODS_3_226,2023-07-02,47
FOODS_3_226,2023-07-03,65
FOODS_3_226,2023-07-04,74
FOODS_3_226,2023-07-05,83
FOODS_3_226,2023-07-06,67
FOODS_3_226,2023-07-07,48
FOODS_3_226,2023-07-08,40
FOODS_3_226,2023-07-09,54
FOODS_3_226,2023-07-10,67
FOODS_3_226,2023-07-11,69
FOODS_3_226,2023-07-12,70
FOODS_3_226,2023-07-13,72
FOODS_3_226,2023-07-14,47
FOODS_3_226,2023-07-15,41
FOODS_3_226,2023-07-16,49
FOODS_3_226,2023-07-17,56
FOODS_3_226,2023-07-18,69
FOODS_3_226,2023-07-19,70
FOODS_3_226,2023-07-20,65
FOODS_3_226,2023-07-21,57
FOODS_3_226,2023-07-22,43
FOODS_3_226,2023-07-23,48
FOODS_3_226,2023-07-24,47
FOODS_3_226,2023-07-25,67
FOODS_3_226,2023-07-26,65
FOODS_3_226,2023-07-27,56
FOODS_3_226,2023-07-28,46
FOODS_3_226,2023-07-29,41
FOODS_3_226,2023-07-30,48
FOODS_3_226,2023-07-31,50
FOODS_3_226,2023-08-01,67
FOODS_3_226,2023-08-02,66
FOODS_3_226,2023-08-03,60
FOODS_3_226,2023-08-04,53
FOODS_3_226,2023-08-05,43
FOODS_3_226,2023-08-06,49
FOODS_3_226,2023-08-07,54
FOODS_3_226,2023-08-08,62
FOODS_3_226,2023-08-09,67
FOODS_3_226,2023-08-10,61
FOODS_3_226,2023-08-11,49
FOODS_3_226,2023-08-12,37
FOODS_3_226,2023-08-13,44
FOODS_3_226,2023-08-14,55
FOODS_3_226,2023-08-15,77
FOODS_3_226,2023-08-16,77
FOODS_3_226,2023-08-17,55
FOODS_3_226,2023-08-18,47
FOODS_3_226,2023-08-19,36
FOODS_3_226,2023-08-20,41
FOODS_3_226,2023-08-21,54
FOODS_3_226,2023-08-22,70
FOODS_3_226,2023-08-23,62
FOODS_3_226,2023-08-24,56
FOODS_3_226,2023-08-25,58
FOODS_3_226,2023-08-26,39
FOODS_3_226,2023-08-27,39
FOODS_3_226,2023-08-28,50
FOODS_3_226,2023-08-29,58
FOODS_3_226,2023-08-30,65
FOODS_3_226,2023-08-31,50
FOODS_3_226,2023-09-01,41
FOODS_3_226,2023-09-02,46
FOODS_3_226,2023-09-03,38
FOODS_3_226,2023-09-04,47
FOODS_3_226,2023-09-05,71
FOODS_3_226,2023-09-06,79
FOODS_3_226,2023-09-07,52
FOODS_3_226,2023-09-08,45
FOODS_3_226,2023-09-09,40
FOODS_3_226,2023-09-10,47
FOODS_3_226,2023-09-11,47
FOODS_3_226,2023-09-12,60
FOODS_3_226,2023-09-13,68
FOODS_3_226,2023-09-14,59
FOODS_3_226,2023-09-15,44
FOODS_3_226,2023-09-16,38
FOODS_3_226,2023-09-17,37
FOODS_3_226,2023-09-18,50
FOODS_3_226,2023-09-19,60
FOODS_3_226,2023-09-20,65
FOODS_3_226,2023-09-21,54
FOODS_3_226,2023-09-22,47
FOODS_3_226,2023-09-23,42
FOODS_3_226,2023-09-24,42
FOODS_3_226,2023-09-25,52
FOODS_3_226,2023-09-26,61
FOODS_3_226,2023-09-27,63
FOODS_3_226,2023-09-28,53
FOODS_3_226,2023-09-29,47
FOODS_3_226,2023-09-30,38
FOODS_3_226,2023-10-01,48
FOODS_3_226,2023-10-02,57
FOODS_3_226,2023-10-03,63
FOODS_3_226,2023-10-04,60
FOODS_3_226,2023-10-05,52
FOODS_3_226,2023-10-06,50
FOODS_3_226,2023-10-07,39
FOODS_3_226,2023-10-08,43
FOODS_3_226,2023-10-09,44
FOODS_3_226,2023-10-10,66
FOODS_3_226,2023-10-11,99
FOODS_3_226,2023-10-12,52
FOODS_3_226,2023-10-13,44
FOODS_3_226,2023-10-14,40
FOODS_3_226,2023-10-15,41
FOODS_3_226,2023-10-16,50
FOODS_3_226,2023-10-17,61
FOODS_3_226,2023-10-18,63
FOODS_3_226,2023-10-19,58
FOODS_3_226,2023-10-20,51
FOODS_3_226,2023-10-21,31
FOODS_3_226,2023-10-22,41
FOODS_3_226,2023-10-23,52
FOODS_3_226,2023-10-24,63
FOODS_3_226,2023-10-25,62
FOODS_3_226,2023-10-26,49
FOODS_3_226,2023-10-27,47
FOODS_3_226,2023-10-28,45
FOODS_3_226,2023-10-29,37
FOODS_3_226,2023-10-30,56
FOODS_3_226,2023-10-31,61
FOODS_3_226,2023-11-01,65
FOODS_3_226,2023-11-02,53
FOODS_3_226,2023-11-03,45
FOODS_3_226,2023-11-04,66
FOODS_3_226,2023-11-05,44
FOODS_3_226,2023-11-06,60
FOODS_3_226,2023-11-07,69
FOODS_3_226,2023-11-08,68
FOODS_3_226,2023-11-09,67
FOODS_3_226,2023-11-10,49
FOODS_3_226,2023-11-11,43
FOODS_3_226,2023-11-12,42
FOODS_3_226,2023-11-13,54
FOODS_3_226,2023-11-14,60
FOODS_3_226,2023-11-15,72
FOODS_3_226,2023-11-16,54
FOODS_3_226,2023-11-17,51
FOODS_3_226,2023-11-18,40
FOODS_3_226,2023-11-19,48
FOODS_3_226,2023-11-20,57
FOODS_3_226,2023-11-21,74
FOODS_3_226,2023-11-22,72
FOODS_3_226,2023-11-23,53
FOODS_3_226,2023-11-24,48
FOODS_3_226,2023-11-25,38
FOODS_3_226,2023-11-26,42
FOODS_3_226,2023-11-27,62
FOODS_3_226,2023-11-28,69
FOODS_3_226,2023-11-29,65
FOODS_3_226,2023-11-30,56
FOODS_3_226,2023-12-01,50
FOODS_3_226,2023-12-02,38
FOODS_3_226,2023-12-03,42
FOODS_3_226,2023-12-04,57
FOODS_3_226,2023-12-05,73
FOODS_3_226,2023-12-06,110
FOODS_3_226,2023-12-07,51
FOODS_3_226,2023-12-08,52
FOODS_3_226,2023-12-09,43
FOODS_3_226,2023-12-10,47
FOODS_3_226,2023-12-11,64
FOODS_3_226,2023-12-12,57
FOODS_3_226,2023-12-13,68
FOODS_3_226,2023-12-14,67
FOODS_3_226,2023-12-15,45
FOODS_3_226,2023-12-16,49
FOODS_3_226,2023-12-17,48
FOODS_3_226,2023-12-18,62
FOODS_3_226,2023-12-19,66
FOODS_3_226,2023-12-20,77
FOODS_3_226,2023-12-21,70
FOODS_3_226,2023-12-22,53
FOODS_3_226,2023-12-23,45
FOODS_3_226,2023-12-24,48
FOODS_3_226,2023-12-25,55
FOODS_3_226,2023-12-26,70
FOODS_3_226,2023-12-27,73
FOODS_3_226,2023-12-28,68
FOODS_3_226,2023-12-29,57
FOODS_3_226,2023-12-30,41
FOODS_3_226,2023-12-31,48
FOODS_3_226,2024-01-01,67
FOODS_3_226,2024-01-02,68
FOODS_3_226,2024-01-03,70
FOODS_3_226,2024-01-04,68
FOODS_3_226,2024-01-05,58
FOODS_3_226,2024-01-06,46
FOODS_3_226,2024-01-07,54
FOODS_3_226,2024-01-08,65
FOODS_3_226,2024-01-09,78
FOODS_3_226,2024-01-10,80
FOODS_3_226,2024-01-11,81
FOODS_3_226,2024-01-12,54
FOODS_3_226,2024-01-13,39
FOODS_3_226,2024-01-14,56
FOODS_3_226,2024-01-15,60
FOODS_3_226,2024-01-16,75
FOODS_3_226,2024-01-17,86
FOODS_3_226,2024-01-18,61
FOODS_3_226,2024-01-19,50
FOODS_3_226,2024-01-20,42
FOODS_3_226,2024-01-21,48
FOODS_3_226,2024-01-22,66
FOODS_3_226,2024-01-23,79
FOODS_3_226,2024-01-24,81
FOODS_3_226,2024-01-25,63
FOODS_3_226,2024-01-26,46
FOODS_3_226,2024-01-27,49
FOODS_3_226,2024-01-28,50
FOODS_3_226,2024-01-29,67
FOODS_3_226,2024-01-30,81
FOODS_3_226,2024-01-31,81
FOODS_3_226,2024-02-01,114
FOODS_3_226,2024-02-02,59
FOODS_3_226,2024-02-03,51
FOODS_3_226,2024-02-04,49
FOODS_3_226,2024-02-05,64
FOODS_3_226,2024-02-06,79
FOODS_3_226,2024-02-07,87
FOODS_3_226,2024-02-08,70
FOODS_3_226,2024-02-09,61
FOODS_3_226,2024-02-10,49
FOODS_3_226,2024-02-11,53
FOODS_3_226,2024-02-12,70
FOODS_3_226,2024-02-13,67
FOODS_3_226,2024-02-14,74
FOODS_3_226,2024-02-15,65
FOODS_3_226,2024-02-16,48
FOODS_3_226,2024-02-17,48
FOODS_3_226,2024-02-18,57
FOODS_3_226,2024-02-19,65
FOODS_3_226,2024-02-20,81
FOODS_3_226,2024-02-21,91
FOODS_3_226,2024-02-22,82
FOODS_3_226,2024-02-23,60
FOODS_3_226,2024-02-24,56
FOODS_3_226,2024-02-25,55
FOODS_3_226,2024-02-26,63
FOODS_3_226,2024-02-27,77
FOODS_3_226,2024-02-28,74
FOODS_3_226,2024-02-29,70
FOODS_3_226,2024-03-01,59
FOODS_3_226,2024-03-02,55
FOODS_3_226,2024-03-03,62
FOODS_3_226,2024-03-04,61
FOODS_3_226,2024-03-05,84
FOODS_3_226,2024-03-06,78
FOODS_3_226,2024-03-07,78
FOODS_3_226,2024-03-08,60
FOODS_3_226,2024-03-09,44
FOODS_3_226,2024-03-10,59
FOODS_3_226,2024-03-11,65
FOODS_3_226,2024-03-12,78
FOODS_3_226,2024-03-13,78
FOODS_3_226,2024-03-14,72
FOODS_3_226,2024-03-15,63
FOODS_3_226,2024-03-16,51
FOODS_3_226,2024-03-17,57
FOODS_3_226,2024-03-18,71
FOODS_3_226,2024-03-19,136
FOODS_3_226,2024-03-20,83
FOODS_3_226,2024-03-21,67
FOODS_3_226,2024-03-22,67
FOODS_3_226,2024-03-23,51
FOODS_3_226,2024-03-24,60
FOODS_3_226,2024-03-25,71
FOODS_3_226,2024-03-26,82
FOODS_3_226,2024-03-27,88
FOODS_3_226,2024-03-28,88
FOODS_3_226,2024-03-29,72
FOODS_3_226,2024-03-30,52
FOODS_3_226,2024-03-31,56
FOODS_3_226,2024-04-01,75
FOODS_3_226,2024-04-02,77
FOODS_3_226,2024-04-03,88
FOODS_3_226,2024-04-04,114
FOODS_3_226,2024-04-05,63
FOODS_3_226,2024-04-06,49
FOODS_3_226,2024-04-07,48
FOODS_3_226,2024-04-08,57
FOODS_3_226,2024-04-09,75
FOODS_3_226,2024-04-10,83
FOODS_3_226,2024-04-11,75
FOODS_3_226,2024-04-12,71
FOODS_3_226,2024-04-13,57
FOODS_3_226,2024-04-14,51
FOODS_3_226,2024-04-15,71
FOODS_3_226,2024-04-16,79
FOODS_3_226,2024-04-17,83
FOODS_3_226,2024-04-18,77
FOODS_3_226,2024-04-19,64
FOODS_3_226,2024-04-20,50
FOODS_3_226,2024-04-21,60
FOODS_3_226,2024-04-22,62
FOODS_3_226,2024-04-23,82
FOODS_3_226,2024-04-24,103
FOODS_3_226,2024-04-25,77
FOODS_3_226,2024-04-26,68
FOODS_3_226,2024-04-27,52
FOODS_3_226,2024-04-28,57
FOODS_3_226,2024-04-29,68
FOODS_3_226,2024-04-30,80
FOODS_3_226,2024-05-01,79
FOODS_3_226,2024-05-02,78
FOODS_3_226,2024-05-03,56
FOODS_3_226,2024-05-04,54
FOODS_3_226,2024-05-05,59
FOODS_3_226,2024-05-06,69
FOODS_3_226,2024-05-07,79
FOODS_3_226,2024-05-08,87
FOODS_3_226,2024-05-09,73
FOODS_3_226,2024-05-10,64
FOODS_3_226,2024-05-11,43
FOODS_3_226,2024-05-12,52
FOODS_3_226,2024-05-13,56
FOODS_3_226,2024-05-14,70
FOODS_3_226,2024-05-15,92
FOODS_3_226,2024-05-16,79
FOODS_3_226,2024-05-17,56
FOODS_3_226,2024-05-18,44
FOODS_3_226,2024-05-19,41
FOODS_3_226,2024-05-20,63
FOODS_3_226,2024-05-21,94
FOODS_3_226,2024-05-22,85
FOODS_3_226,2024-05-23,69
FOODS_3_226,2024-05-24,61
FOODS_3_226,2024-05-25,43
FOODS_3_226,2024-05-26,51
FOODS_3_226,2024-05-27,66
FOODS_3_226,2024-05-28,77
FOODS_3_226,2024-05-29,86
FOODS_3_226,2024-05-30,74
FOODS_3_226,2024-05-31,61
FOODS_3_226,2024-06-01,46
FOODS_3_226,2024-06-02,55
FOODS_3_226,2024-06-03,72
FOODS_3_226,2024-06-04,71
FOODS_3_226,2024-06-05,74
FOODS_3_226,2024-06-06,78
FOODS_3_226,2024-06-07,56
FOODS_3_226,2024-06-08,53
FOODS_3_226,2024-06-09,49
FOODS_3_226,2024-06-10,70
FOODS_3_226,2024-06-11,76
FOODS_3_226,2024-06-12,80
FOODS_3_226,2024-06-13,78
FOODS_3_226,2024-06-14,54
FOODS_3_226,2024-06-15,44
FOODS_3_226,2024-06-16,48
FOODS_3_226,2024-06-17,64
FOODS_3_226,2024-06-18,65
FOODS_3_226,2024-06-19,81
FOODS_3_226,2024-06-20,65
FOODS_3_226,2024-06-21,60
FOODS_3_226,2024-06-22,37
FOODS_3_226,2024-06-23,46
FOODS_3_226,2024-06-24,53
FOODS_3_226,2024-06-25,68
FOODS_3_226,2024-06-26,77
FOODS_3_226,2024-06-27,66
FOODS_3_226,2024-06-28,53
FOODS_3_226,2024-06-29,45
FOODS_3_226,2024-06-30,49
FOODS_3_226,2024-07-01,55
FOODS_3_226,2024-07-02,76
FOODS_3_226,2024-07-03,78
FOODS_3_226,2024-07-04,68
FOODS_3_226,2024-07-05,55
FOODS_3_226,2024-07-06,69
FOODS_3_226,2024-07-07,55
FOODS_3_226,2024-07-08,58
FOODS_3_226,2024-07-09,68
FOODS_3_226,2024-07-10,103
FOODS_3_226,2024-07-11,59
FOODS_3_226,2024-07-12,47
FOODS_3_226,2024-07-13,41
FOODS_3_226,2024-07-14,46
FOODS_3_226,2024-07-15,89
FOODS_3_226,2024-07-16,69
FOODS_3_226,2024-07-17,67
FOODS_3_226,2024-07-18,68
FOODS_3_226,2024-07-19,54
FOODS_3_226,2024-07-20,43
FOODS_3_226,2024-07-21,43
FOODS_3_226,2024-07-22,59
FOODS_3_226,2024-07-23,69
FOODS_3_226,2024-07-24,62
FOODS_3_226,2024-07-25,62
FOODS_3_226,2024-07-26,51
FOODS_3_226,2024-07-27,39
FOODS_3_226,2024-07-28,46
FOODS_3_226,2024-07-29,49
FOODS_3_226,2024-07-30,74
FOODS_3_226,2024-07-31,76
FOODS_3_226,2024-08-01,60
FOODS_3_226,2024-08-02,51
FOODS_3_226,2024-08-03,34
FOODS_3_226,2024-08-04,40
FOODS_3_226,2024-08-05,54
FOODS_3_226,2024-08-06,60
FOODS_3_226,2024-08-07,72
FOODS_3_226,2024-08-08,70
FOODS_3_226,2024-08-09,44
FOODS_3_226,2024-08-10,38
FOODS_3_226,2024-08-11,44
FOODS_3_226,2024-08-12,61
FOODS_3_226,2024-08-13,58
FOODS_3_226,2024-08-14,68
FOODS_3_226,2024-08-15,68
FOODS_3_226,2024-08-16,41
FOODS_3_226,2024-08-17,54
FOODS_3_226,2024-08-18,41
FOODS_3_226,2024-08-19,51
FOODS_3_226,2024-08-20,68
FOODS_3_226,2024-08-21,67
FOODS_3_226,2024-08-22,50
FOODS_3_226,2024-08-23,49
FOODS_3_226,2024-08-24,38
FOODS_3_226,2024-08-25,47
FOODS_3_226,2024-08-26,50
FOODS_3_226,2024-08-27,60
FOODS_3_226,2024-08-28,68
FOODS_3_226,2024-08-29,62
FOODS_3_226,2024-08-30,48
FOODS_3_226,2024-08-31,34
FOODS_3_226,2024-09-01,44
FOODS_3_226,2024-09-02,48
FOODS_3_226,2024-09-03,63
FOODS_3_226,2024-09-04,57
FOODS_3_226,2024-09-05,59
FOODS_3_226,2024-09-06,43
FOODS_3_226,2024-09-07,35
FOODS_3_226,2024-09-08,44
FOODS_3_226,2024-09-09,53
FOODS_3_226,2024-09-10,59
FOODS_3_226,2024-09-11,71
FOODS_3_226,2024-09-12,55
FOODS_3_226,2024-09-13,46
FOODS_3_226,2024-09-14,40
FOODS_3_226,2024-09-15,39
FOODS_3_226,2024-09-16,53
FOODS_3_226,2024-09-17,59
FOODS_3_226,2024-09-18,62
FOODS_3_226,2024-09-19,63
FOODS_3_226,2024-09-20,42
FOODS_3_226,2024-09-21,31
FOODS_3_226,2024-09-22,46
FOODS_3_226,2024-09-23,61
FOODS_3_226,2024-09-24,59
FOODS_3_226,2024-09-25,54
FOODS_3_226,2024-09-26,55
FOODS_3_226,2024-09-27,44
FOODS_3_226,2024-09-28,38
FOODS_3_226,2024-09-29,37
FOODS_3_226,2024-09-30,53
FOODS_3_226,2024-10-01,64
FOODS_3_226,2024-10-02,56
FOODS_3_226,2024-10-03,60
FOODS_3_226,2024-10-04,53
FOODS_3_226,2024-10-05,39
FOODS_3_226,2024-10-06,40
FOODS_3_226,2024-10-07,50
FOODS_3_226,2024-10-08,64
FOODS_3_226,2024-10-09,55
FOODS_3_226,2024-10-10,57
FOODS_3_226,2024-10-11,44
FOODS_3_226,2024-10-12,44
FOODS_3_226,2024-10-13,41
FOODS_3_226,2024-10-14,58
FOODS_3_226,2024-10-15,56
FOODS_3_226,2024-10-16,67
FOODS_3_226,2024-10-17,58
FOODS_3_226,2024-10-18,43
FOODS_3_226,2024-10-19,39
FOODS_3_226,2024-10-20,45
FOODS_3_226,2024-10-21,50
FOODS_3_226,2024-10-22,53
FOODS_3_226,2024-10-23,64
FOODS_3_226,2024-10-24,53
FOODS_3_226,2024-10-25,45
FOODS_3_226,2024-10-26,39
FOODS_3_226,2024-10-27,36
FOODS_3_226,2024-10-28,45
FOODS_3_226,2024-10-29,65
FOODS_3_226,2024-10-30,62
FOODS_3_226,2024-10-31,46
FOODS_3_226,2024-11-01,50
FOODS_3_226,2024-11-02,41
FOODS_3_226,2024-11-03,40
FOODS_3_226,2024-11-04,47
FOODS_3_226,2024-11-05,67
FOODS_3_226,2024-11-06,67
FOODS_3_226,2024-11-07,70
FOODS_3_226,2024-11-08,49
FOODS_3_226,2024-11-09,41
FOODS_3_226,2024-11-10,42
FOODS_3_226,2024-11-11,57
FOODS_3_226,2024-11-12,67
FOODS_3_226,2024-11-13,73
FOODS_3_226,2024-11-14,57
FOODS_3_226,2024-11-15,46
FOODS_3_226,2024-11-16,39
FOODS_3_226,2024-11-17,46
FOODS_3_226,2024-11-18,60
FOODS_3_226,2024-11-19,62
FOODS_3_226,2024-11-20,65
FOODS_3_226,2024-11-21,62
FOODS_3_226,2024-11-22,48
FOODS_3_226,2024-11-23,44
FOODS_3_226,2024-11-24,36
FOODS_3_226,2024-11-25,51
FOODS_3_226,2024-11-26,62
FOODS_3_226,2024-11-27,56
FOODS_3_226,2024-11-28,57
FOODS_3_226,2024-11-29,46
FOODS_3_226,2024-11-30,41
FOODS_3_226,2024-12-01,49
FOODS_3_226,2024-12-02,55
FOODS_3_226,2024-12-03,61
FOODS_3_226,2024-12-04,69
FOODS_3_226,2024-12-05,68
FOODS_3_226,2024-12-06,46
FOODS_3_226,2024-12-07,40
FOODS_3_226,2024-12-08,48
FOODS_3_226,2024-12-09,56
FOODS_3_226,2024-12-10,72
FOODS_3_226,2024-12-11,71
FOODS_3_226,2024-12-12,67
FOODS_3_226,2024-12-13,47
FOODS_3_226,2024-12-14,43
FOODS_3_226,2024-12-15,46
FOODS_3_226,2024-12-16,52
FOODS_3_226,2024-12-17,61
FOODS_3_226,2024-12-18,76
FOODS_3_226,2024-12-19,63
FOODS_3_226,2024-12-20,48
FOODS_3_226,2024-12-21,44
FOODS_3_226,2024-12-22,52
FOODS_3_226,2024-12-23,48
FOODS_3_226,2024-12-24,62
FOODS_3_226,2024-12-25,68
FOODS_3_226,2024-12-26,73
FOODS_3_226,2024-12-27,54
FOODS_3_226,2024-12-28,48
FOODS_3_226,2024-12-29,44
FOODS_3_226,2024-12-30,55
FOODS_3_226,2024-12-31,74
HOBBIES_1_268,2023-01-01,29
HOBBIES_1_268,2023-01-02,34
HOBBIES_1_268,2023-01-03,47
HOBBIES_1_268,2023-01-04,42
HOBBIES_1_268,2023-01-05,47
HOBBIES_1_268,2023-01-06,33
HOBBIES_1_268,2023-01-07,34
HOBBIES_1_268,2023-01-08,31
HOBBIES_1_268,2023-01-09,39
HOBBIES_1_268,2023-01-10,38
HOBBIES_1_268,2023-01-11,39
HOBBIES_1_268,2023-01-12,41
HOBBIES_1_268,2023-01-13,36
HOBBIES_1_268,2023-01-14,29
HOBBIES_1_268,2023-01-15,26
HOBBIES_1_268,2023-01-16,31
HOBBIES_1_268,2023-01-17,36
HOBBIES_1_268,2023-01-18,35
HOBBIES_1_268,2023-01-19,40
HOBBIES_1_268,2023-01-20,37
HOBBIES_1_268,2023-01-21,29
HOBBIES_1_268,2023-01-22,24
HOBBIES_1_268,2023-01-23,36
HOBBIES_1_268,2023-01-24,41
HOBBIES_1_268,2023-01-25,53
HOBBIES_1_268,2023-01-26,34
HOBBIES_1_268,2023-01-27,32
HOBBIES_1_268,2023-01-28,35
HOBBIES_1_268,2023-01-29,32
HOBBIES_1_268,2023-01-30,39
HOBBIES_1_268,2023-01-31,43
HOBBIES_1_268,2023-02-01,45
HOBBIES_1_268,2023-02-02,43
HOBBIES_1_268,2023-02-03,31
HOBBIES_1_268,2023-02-04,32
HOBBIES_1_268,2023-02-05,27
HOBBIES_1_268,2023-02-06,38
HOBBIES_1_268,2023-02-07,44
HOBBIES_1_268,2023-02-08,42
HOBBIES_1_268,2023-02-09,40
HOBBIES_1_268,2023-02-10,32
